"","X.1","match_id","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id.1","h_team","a_team","h_goals","a_goals","date","player_assisted","lastAction","player_gametime"
"6781",8,12657,363593,38,"MissedShots",0.885,0.524000015258789,0.052072286605835,"Xaver Schlager","h",7783,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"Aerial","NA"
"6782",9,12657,363594,38,"MissedShots",0.864000015258789,0.505999984741211,0.0376367047429085,"Wout Weghorst","h",7052,"OpenPlay",2019,"Head",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Kevin Mbabu","Cross","NA"
"6783",10,12657,363596,41,"BlockedShot",0.849000015258789,0.549000015258789,0.0740400925278664,"Joao Victor","h",7784,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Kevin Mbabu","Pass","NA"
"6784",11,12657,363597,41,"BlockedShot",0.963000030517578,0.484000015258789,0.12418957054615,"Wout Weghorst","h",7052,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","John Brooks","HeadPass","NA"
"6785",12,12657,363598,41,"SavedShot",0.966999969482422,0.442000007629395,0.592150747776031,"Wout Weghorst","h",7052,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"Rebound","NA"
"6786",13,12657,363599,41,"SavedShot",0.980999984741211,0.412000007629395,0.102367907762527,"Wout Weghorst","h",7052,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"Rebound","NA"
"6787",14,12657,363600,42,"MissedShots",0.924000015258789,0.512000007629395,0.0545133054256439,"John Brooks","h",22,"FromCorner",2019,"Head",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Josip Brekalo","Aerial","NA"
"6788",15,12657,363603,57,"Goal",0.923000030517578,0.419000015258789,0.0941627472639084,"Kevin Mbabu","h",983,"SetPiece",2019,"Head",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Maximilian Arnold","Cross","NA"
"6789",16,12657,363604,62,"MissedShots",0.905,0.442999992370605,0.465225696563721,"Marin Pongracic","h",8303,"SetPiece",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"None","NA"
"6790",17,12657,363606,72,"MissedShots",0.785999984741211,0.374000015258789,0.0284611247479916,"Josip Brekalo","h",5353,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Renato Steffen","Pass","NA"
"6791",18,12657,363608,82,"MissedShots",0.889000015258789,0.580999984741211,0.0175019614398479,"Daniel Ginczek","h",426,"OpenPlay",2019,"Head",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Josip Brekalo","Aerial","14"
"6792",19,12657,363609,82,"BlockedShot",0.751999969482422,0.585,0.0245393719524145,"Maximilian Arnold","h",153,"OpenPlay",2019,"LeftFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Josip Brekalo","Pass","NA"
"6793",20,12657,363589,26,"Goal",0.885,0.5,0.75777667760849,"André Silva","a",6170,"Penalty",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"Standard","NA"
"6794",21,12657,363595,39,"MissedShots",0.901999969482422,0.572999992370606,0.129473090171814,"Mijat Gacinovic","a",290,"OpenPlay",2019,"LeftFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Filip Kostic","Pass","NA"
"6795",22,12657,363601,42,"BlockedShot",0.730999984741211,0.455,0.0222794599831104,"Filip Kostic","a",64,"OpenPlay",2019,"LeftFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","André Silva","Pass","NA"
"6796",23,12657,363602,43,"BlockedShot",0.888000030517578,0.565999984741211,0.0808037221431732,"Daichi Kamada","a",6145,"FromCorner",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"None","NA"
"6797",24,12657,363605,68,"MissedShots",0.926999969482422,0.605,0.0424200221896172,"Timothy Chandler","a",359,"FromCorner",2019,"Head",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Filip Kostic","Cross","NA"
"6798",25,12657,363607,73,"SavedShot",0.930999984741211,0.497000007629395,0.577432096004486,"Mijat Gacinovic","a",290,"OpenPlay",2019,"RightFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00",NA,"None","NA"
"6799",26,12657,363610,84,"Goal",0.893000030517578,0.560999984741211,0.339326620101929,"Daichi Kamada","a",6145,"OpenPlay",2019,"LeftFoot",12657,"Wolfsburg","Eintracht Frankfurt",1,2,"2020-05-30 13:30:00","Bas Dost","HeadPass","NA"
"6800",1,12658,363612,12,"MissedShots",0.719000015258789,0.450999984741211,0.207308158278465,"Vedad Ibisevic","h",29,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","NA"
"6801",2,12658,363613,22,"SavedShot",0.925,0.515999984741211,0.470966935157776,"Dodi Lukebakio","h",5706,"OpenPlay",2019,"LeftFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Peter Pekarík","Goal","NA"
"6802",3,12658,363614,22,"Goal",0.926999969482422,0.439000015258789,0.410821706056595,"Javairo Dilrosun","h",7122,"OpenPlay",2019,"LeftFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"TakeOn","NA"
"6803",4,12658,363615,26,"BlockedShot",0.889000015258789,0.425,0.389554977416992,"Vedad Ibisevic","h",29,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Dodi Lukebakio","Pass","NA"
"6804",5,12658,363616,31,"MissedShots",0.93,0.5,0.473811239004135,"Dodi Lukebakio","h",5706,"OpenPlay",2019,"Head",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Peter Pekarík","Aerial","NA"
"6805",6,12658,363618,35,"SavedShot",0.906999969482422,0.614000015258789,0.0820843875408173,"Vedad Ibisevic","h",29,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Maximilian Mittelstädt","Cross","NA"
"6806",7,12658,363619,37,"SavedShot",0.920999984741211,0.542999992370605,0.351906985044479,"Vedad Ibisevic","h",29,"OpenPlay",2019,"Head",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Peter Pekarík","Cross","NA"
"6807",8,12658,363620,39,"BlockedShot",0.78,0.617999992370605,0.0412020534276962,"Marko Grujic","h",1669,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"Dispossessed","NA"
"6808",9,12658,363622,48,"MissedShots",0.919000015258789,0.47,0.186348274350166,"Dodi Lukebakio","h",5706,"OpenPlay",2019,"OtherBodyPart",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Vladimir Darida","Cross","NA"
"6809",10,12658,363624,62,"MissedShots",0.86,0.7,0.0318662226200104,"Vladimir Darida","h",27,"FromCorner",2019,"LeftFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Peter Pekarík","Cross","NA"
"6810",11,12658,363629,92,"Goal",0.866999969482422,0.415,0.405352741479874,"Krzysztof Piatek","h",7090,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Vladimir Darida","Pass","23"
"6811",12,12658,363611,1,"BlockedShot",0.755999984741211,0.587999992370606,0.0145136089995503,"Rani Khedira","a",5251,"SetPiece",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","NA"
"6812",13,12658,363617,32,"BlockedShot",0.895,0.477999992370605,0.0382036566734314,"Sergio Córdova","a",6096,"OpenPlay",2019,"OtherBodyPart",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Iago","Aerial","NA"
"6813",14,12658,363621,46,"SavedShot",0.935,0.419000015258789,0.466533005237579,"Noah Joel Sarenren Bazee","a",2659,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","NA"
"6814",15,12658,363623,58,"MissedShots",0.959000015258789,0.442999992370605,0.481402903795242,"Florian Niederlechner","a",306,"OpenPlay",2019,"Head",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Rani Khedira","Cross","42"
"6815",16,12658,363625,68,"SavedShot",0.510999984741211,0.53,0.00794537458568811,"Marco Richter","a",6357,"OpenPlay",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00","Florian Niederlechner","Pass","42"
"6816",17,12658,363626,81,"BlockedShot",0.788000030517578,0.382000007629395,0.0220305845141411,"Marek Suchy","a",7808,"FromCorner",2019,"RightFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","NA"
"6817",18,12658,363627,85,"BlockedShot",0.870999984741211,0.469000015258789,0.072742685675621,"Georg Teigl","a",5259,"SetPiece",2019,"LeftFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","6"
"6818",19,12658,363628,88,"SavedShot",0.804000015258789,0.639000015258789,0.031465157866478,"Marco Richter","a",6357,"OpenPlay",2019,"LeftFoot",12658,"Hertha Berlin","Augsburg",2,0,"2020-05-30 13:30:00",NA,"None","42"
"6819",1,12659,363632,9,"MissedShots",0.970999984741211,0.315,0.0503628142178059,"Taiwo Awoniyi","h",7814,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Bote Baku","Pass","NA"
"6820",2,12659,363635,23,"MissedShots",0.923000030517578,0.550999984741211,0.0394020043313503,"Jean-Philippe Mateta","h",5735,"FromCorner",2019,"Head",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Leandro Barreiro Martins","Aerial","NA"
"6821",3,12659,363636,23,"SavedShot",0.975,0.584000015258789,0.281829982995987,"Robin Quaison","h",1275,"FromCorner",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Jean-Philippe Mateta","BallTouch","NA"
"6822",4,12659,363638,28,"MissedShots",0.685999984741211,0.455,0.00971046462655067,"Alexander Hack","h",52,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"None","NA"
"6823",5,12659,363639,30,"BlockedShot",0.844000015258789,0.402999992370605,0.0531680583953857,"Robin Quaison","h",1275,"SetPiece",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"None","NA"
"6824",6,12659,363640,33,"ShotOnPost",0.770999984741211,0.635999984741211,0.0702118277549744,"Robin Quaison","h",1275,"DirectFreekick",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"Standard","NA"
"6825",7,12659,363641,38,"SavedShot",0.873000030517578,0.291000003814697,0.0647838190197945,"Bote Baku","h",6708,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Jean-Paul Boëtius","Pass","NA"
"6826",8,12659,363645,53,"MissedShots",0.936999969482422,0.445,0.0534924678504467,"Jeffrey Bruma","h",5327,"FromCorner",2019,"Head",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Daniel Brosinski","Aerial","NA"
"6827",9,12659,363646,54,"BlockedShot",0.758000030517578,0.651999969482422,0.0193003844469786,"Edimilson Fernandes","h",1673,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Levin Öztunali","Pass","NA"
"6828",10,12659,363647,54,"BlockedShot",0.74,0.395,0.0152615141123533,"Bote Baku","h",6708,"FromCorner",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"None","NA"
"6829",11,12659,363648,54,"BlockedShot",0.750999984741211,0.632999992370605,0.020766181871295,"Edimilson Fernandes","h",1673,"FromCorner",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"Rebound","NA"
"6830",12,12659,363649,56,"MissedShots",0.966999969482422,0.532000007629394,0.132316246628761,"Taiwo Awoniyi","h",7814,"FromCorner",2019,"Head",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Robin Quaison","HeadPass","NA"
"6831",13,12659,363651,65,"MissedShots",0.759000015258789,0.579000015258789,0.0208253562450409,"Levin Öztunali","h",118,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Karim Onisiwo","BallTouch","43"
"6832",14,12659,363652,67,"BlockedShot",0.840999984741211,0.482000007629395,0.0524040423333645,"Karim Onisiwo","h",2631,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Taiwo Awoniyi","Cross","43"
"6833",15,12659,363656,84,"BlockedShot",0.773000030517578,0.629000015258789,0.0218205954879522,"Daniel Brosinski","h",38,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"None","43"
"6834",16,12659,363657,90,"BlockedShot",0.846999969482422,0.480999984741211,0.0522097945213318,"Bote Baku","h",6708,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Edimilson Fernandes","BallTouch","NA"
"6835",17,12659,363658,92,"BlockedShot",0.818000030517578,0.522000007629395,0.0420964881777763,"Bote Baku","h",6708,"FromCorner",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"None","NA"
"6836",18,12659,363659,92,"MissedShots",0.889000015258789,0.6,0.0812471732497215,"Levin Öztunali","h",118,"FromCorner",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"Rebound","43"
"6837",19,12659,363630,6,"SavedShot",0.755999984741211,0.679000015258789,0.0524973832070827,"Robert Skov","a",7867,"DirectFreekick",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"Standard","NA"
"6838",20,12659,363631,7,"MissedShots",0.901999969482422,0.460999984741211,0.064522311091423,"Stefan Posch","a",5329,"FromCorner",2019,"Head",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Robert Skov","Cross","NA"
"6839",21,12659,363633,15,"MissedShots",0.919000015258789,0.464000015258789,0.0417272187769413,"Melayro Bogarde","a",8192,"FromCorner",2019,"Head",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Robert Skov","Aerial","NA"
"6840",22,12659,363634,19,"BlockedShot",0.849000015258789,0.330999984741211,0.0522096678614616,"Robert Skov","a",7867,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Jacob Bruun Larsen","Pass","NA"
"6841",23,12659,363637,26,"SavedShot",0.885,0.5,0.75777667760849,"Steven Zuber","a",254,"Penalty",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00",NA,"Standard","NA"
"6842",24,12659,363642,41,"MissedShots",0.853000030517578,0.445,0.328059703111649,"Robert Skov","a",7867,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Munas Dabbur","Pass","NA"
"6843",25,12659,363643,42,"Goal",0.883000030517578,0.519000015258789,0.0925085246562958,"Ihlas Bebou","a",6271,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Diadie Samassékou","Chipped","53"
"6844",26,12659,363644,49,"SavedShot",0.845999984741211,0.590999984741211,0.107093349099159,"Munas Dabbur","a",8140,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Robert Skov","Pass","NA"
"6845",27,12659,363650,57,"MissedShots",0.743000030517578,0.550999984741211,0.0276955906301737,"Robert Skov","a",7867,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Diadie Samassékou","Pass","NA"
"6846",28,12659,363653,74,"SavedShot",0.88,0.385999984741211,0.0860749781131744,"Maximilian Beier","a",8137,"OpenPlay",2019,"LeftFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Stefan Posch","Chipped","17"
"6847",29,12659,363654,78,"SavedShot",0.879000015258789,0.316000003814697,0.0865564495325089,"Maximilian Beier","a",8137,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Sebastian Rudy","Pass","17"
"6848",30,12659,363655,82,"MissedShots",0.725999984741211,0.726999969482422,0.0165777076035738,"Christoph Baumgartner","a",7422,"OpenPlay",2019,"RightFoot",12659,"Mainz 05","Hoffenheim",0,1,"2020-05-30 13:30:00","Ermin Bicakcic","Pass","NA"
"6849",1,12661,363662,36,"MissedShots",0.923000030517578,0.382000007629395,0.0470837242901325,"Weston McKennie","h",5360,"SetPiece",2019,"Head",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Juan Miranda","Cross","NA"
"6850",2,12661,363665,45,"MissedShots",0.740999984741211,0.594000015258789,0.016074588522315,"Weston McKennie","h",5360,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"BallRecovery","NA"
"6851",3,12661,363666,48,"BlockedShot",0.855999984741211,0.565,0.078653372824192,"Alessandro Schöpf","h",2638,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Juan Miranda","Pass","NA"
"6852",4,12661,363667,49,"MissedShots",0.948000030517578,0.382999992370605,0.0137540865689516,"Michael Gregoritsch","h",171,"SetPiece",2019,"Head",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Juan Miranda","Aerial","NA"
"6853",5,12661,363668,52,"SavedShot",0.945,0.357000007629395,0.0629251301288605,"Benito Raman","h",7059,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"None","41"
"6854",6,12661,363669,56,"MissedShots",0.894000015258789,0.505999984741211,0.381083130836487,"Michael Gregoritsch","h",171,"FromCorner",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Salif Sané","HeadPass","NA"
"6855",7,12661,363670,60,"BlockedShot",0.84,0.557000007629395,0.0557805709540844,"Ahmed Kutucu","h",7309,"OpenPlay",2019,"LeftFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"None","29"
"6856",8,12661,363671,60,"BlockedShot",0.750999984741211,0.38,0.0192967969924212,"Jonjoe Kenny","h",1084,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"Rebound","NA"
"6857",9,12661,363672,60,"BlockedShot",0.840999984741211,0.527000007629395,0.0592030733823776,"Ahmed Kutucu","h",7309,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"Foul","29"
"6858",10,12661,363673,71,"MissedShots",0.8,0.301000003814697,0.0127180814743042,"Jonjoe Kenny","h",1084,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Juan Miranda","Chipped","NA"
"6859",11,12661,363676,93,"BlockedShot",0.773000030517578,0.397999992370605,0.0264472365379333,"Ahmed Kutucu","h",7309,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Nassim Boujellab","Pass","29"
"6860",12,12661,363677,93,"MissedShots",0.733000030517578,0.417999992370605,0.0171980168670416,"Daniel Caligiuri","h",157,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"Rebound","NA"
"6861",13,12661,363660,12,"SavedShot",0.751999969482422,0.594000015258789,0.0209743529558182,"Davy Klaassen","a",6045,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Joshua Sargent","Interception","NA"
"6862",14,12661,363661,31,"Goal",0.785999984741211,0.311000003814697,0.0460269637405872,"Leonardo Bittencourt","a",262,"OpenPlay",2019,"LeftFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Milot Rashica","Pass","NA"
"6863",15,12661,363663,38,"MissedShots",0.913000030517578,0.316000003814697,0.0762075930833817,"Leonardo Bittencourt","a",262,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Maximilian Eggestein","Pass","NA"
"6864",16,12661,363664,41,"MissedShots",0.959000015258789,0.509000015258789,0.111020676791668,"Niklas Moisander","a",1936,"FromCorner",2019,"Head",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Joshua Sargent","Aerial","NA"
"6865",17,12661,363674,77,"BlockedShot",0.863000030517578,0.615999984741211,0.0360885970294476,"Maximilian Eggestein","a",125,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00",NA,"Aerial","NA"
"6866",18,12661,363675,83,"BlockedShot",0.898000030517578,0.298999996185303,0.0592979528009892,"Davie Selke","a",4280,"OpenPlay",2019,"RightFoot",12661,"Schalke 04","Werder Bremen",0,1,"2020-05-30 13:30:00","Davy Klaassen","Pass","29"
"6867",1,12655,363679,12,"MissedShots",0.760999984741211,0.267000007629395,0.0143060004338622,"Benjamin Pavard","h",3363,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"BallRecovery","NA"
"6868",2,12655,363680,13,"BlockedShot",0.774000015258789,0.557000007629395,0.0280994884669781,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"None","NA"
"6869",3,12655,363681,14,"MissedShots",0.929000015258789,0.475,0.143551960587502,"Benjamin Pavard","h",3363,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Serge Gnabry","Pass","NA"
"6870",4,12655,363683,23,"BlockedShot",0.716999969482422,0.349000015258789,0.0120221339166164,"Leon Goretzka","h",335,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Thomas Müller","TakeOn","NA"
"6871",5,12655,363684,27,"SavedShot",0.889000015258789,0.427000007629395,0.0908272489905357,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Robert Lewandowski","Cross","NA"
"6872",6,12655,363685,28,"Goal",0.929000015258789,0.480999984741211,0.119530275464058,"Benjamin Pavard","h",3363,"FromCorner",2019,"Head",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Joshua Kimmich","Cross","NA"
"6873",7,12655,363687,37,"MissedShots",0.779000015258789,0.62,0.0548997223377228,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Alphonso Davies","TakeOn","NA"
"6874",8,12655,363688,42,"BlockedShot",0.850999984741211,0.43,0.116278484463692,"Joshua Kimmich","h",223,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Serge Gnabry","Pass","NA"
"6875",9,12655,363689,42,"Goal",0.909000015258789,0.442999992370605,0.527428984642029,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Thomas Müller","Pass","NA"
"6876",10,12655,363690,49,"Goal",0.935999984741211,0.475999984741211,0.622842490673065,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Serge Gnabry","Pass","NA"
"6877",11,12655,363691,50,"MissedShots",0.845,0.286000003814697,0.0387945249676704,"Michaël Cuisance","h",6148,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Robert Lewandowski","BallRecovery","44"
"6878",12,12655,363692,51,"BlockedShot",0.848000030517578,0.273999996185303,0.0442974120378494,"Serge Gnabry","h",993,"OpenPlay",2019,"LeftFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Kingsley Coman","Pass","NA"
"6879",13,12655,363693,51,"Goal",0.905,0.550999984741211,0.507408678531647,"Alphonso Davies","h",7345,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"TakeOn","NA"
"6880",14,12655,363694,54,"MissedShots",0.878000030517578,0.560999984741211,0.0333287566900253,"Robert Lewandowski","h",227,"OpenPlay",2019,"Head",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Alphonso Davies","Cross","NA"
"6881",15,12655,363695,55,"SavedShot",0.716999969482422,0.392000007629395,0.0147193362936378,"Benjamin Pavard","h",3363,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"None","NA"
"6882",16,12655,363699,62,"MissedShots",0.92,0.372999992370605,0.31988513469696,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","David Alaba","Pass","NA"
"6883",17,12655,363702,66,"MissedShots",0.725999984741211,0.165,0.0264366157352924,"Michaël Cuisance","h",6148,"DirectFreekick",2019,"LeftFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"Standard","44"
"6884",18,12655,363703,69,"SavedShot",0.871999969482422,0.417000007629395,0.167258530855179,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00","Leon Goretzka","TakeOn","NA"
"6885",19,12655,363704,69,"SavedShot",0.9,0.364000015258789,0.0699619427323341,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"Rebound","NA"
"6886",20,12655,363705,73,"BlockedShot",0.751999969482422,0.474000015258789,0.0222649220377207,"Leon Goretzka","h",335,"OpenPlay",2019,"RightFoot",12655,"Bayern Munich","Fortuna Duesseldorf",5,0,"2020-05-30 16:30:00",NA,"None","NA"
